Brand Name,Category,Subcategory,Website,Contact Email,Instagram Handle,LinkedIn URL,Notes,Status
Trade Republic,Finance,Investing,traderepublic.com,press@traderepublic.com,@traderepublic,linkedin.com/company/trade-republic,European broker,Prospect
Scalable Capital,Finance,Investing,scalable.capital,press@scalable.capital,@scalablecapital,linkedin.com/company/scalable-capital,European robo,Prospect
Hatch,Apps,Productivity,hatchapp.com,support@hatchapp.com,@hatch,linkedin.com/company/hatch-app,Collaboration,Prospect
Notion Calendar,Apps,Productivity,notion.so,team@makenotion.com,@notionhq,linkedin.com/company/notionhq,Calendar - formerly Cron,Prospect
Raycast,Apps,Productivity,raycast.com,hello@raycast.com,@rayaboracast,linkedin.com/company/raycast,Mac launcher,Prospect
Alfred,Apps,Productivity,alfredapp.com,support@alfredapp.com,@alfredapp,linkedin.com/company/alfredapp,Mac launcher,Prospect
TextExpander,Apps,Productivity,textexpander.com,support@textexpander.com,@textexpander,linkedin.com/company/textexpander,Text snippets,Prospect
CleanMyMac,Apps,Productivity,macpaw.com,press@macpaw.com,@macpaw,linkedin.com/company/macpaw,Mac utility,Prospect
Setapp,Apps,Productivity,setapp.com,press@macpaw.com,@setapp,linkedin.com/company/setapp,Mac app subscription,Prospect
Parallels,Apps,Productivity,parallels.com,press@parallels.com,@paralaboralelsinc,linkedin.com/company/parallels,Virtualization,Prospect
VMware Fusion,Apps,Productivity,vmware.com,press@vmware.com,@vmware,linkedin.com/company/vmware,Virtualization,Prospect
Rectangle,Apps,Productivity,rectangleapp.com,support@rectangleapp.com,@rectangleapp,linkedin.com/company/rectangleapp,Window management,Prospect
Bartender,Apps,Productivity,macbartender.com,support@macbartender.com,@macbartender,linkedin.com/company/macbartender,Menu bar,Prospect
Magnet,Apps,Productivity,magnet.crowdcafe.com,support@crowdcafe.com,@magnetapp,linkedin.com/company/crowdcafe,Window management,Prospect
BetterTouchTool,Apps,Productivity,folivora.ai,support@folivora.ai,@bettertouchtool,linkedin.com/company/folivora,Mac customization,Prospect
Keyboard Maestro,Apps,Productivity,keyboardmaestro.com,support@stairways.com,@keyboardmaestro,linkedin.com/company/stairways,Mac automation,Prospect
Hazel,Apps,Productivity,noodlesoft.com,support@noodlesoft.com,@naboraoodlesoft,linkedin.com/company/noodlesoft,File automation,Prospect
Arc Browser,Apps,Productivity,arc.net,hello@thebrowser.company,@arc_browser,linkedin.com/company/the-browser-company,Modern browser,Prospect
Orion Browser,Apps,Productivity,browser.kagi.com,support@kagi.com,@kagihq,linkedin.com/company/kagi,Privacy browser,Prospect
Brave Browser,Apps,Productivity,brave.com,press@brave.com,@brave,linkedin.com/company/brave-software,Privacy browser,Prospect
Vivaldi,Apps,Productivity,vivaldi.com,press@vivaldi.com,@vivaboraaldibrowser,linkedin.com/company/vivaldi,Power user browser,Prospect
Firefox,Apps,Productivity,mozilla.org/firefox,press@mozilla.org,@firefox,linkedin.com/company/mozilla-corporation,Open browser,Prospect
Edge,Apps,Productivity,microsoft.com/edge,press@microsoft.com,@msaboraedgedev,linkedin.com/company/microsoft,Microsoft browser,Prospect
Opera,Apps,Productivity,opera.com,press@opera.com,@opera,linkedin.com/company/opera,Alt browser,Prospect
DuckDuckGo,Apps,Privacy,duckduckgo.com,press@duckduckgo.com,@duckduckgo,linkedin.com/company/duckduckgo,Private search,Prospect
Startpage,Apps,Privacy,startpage.com,press@startpage.com,@startpage,linkedin.com/company/startpage,Private search,Prospect
Mullvad VPN,Apps,Security,mullvad.net,press@mullvad.net,@mullvadnet,linkedin.com/company/mullvad,Privacy VPN,Prospect
IVPN,Apps,Security,ivpn.net,support@ivpn.net,@ivpnnet,linkedin.com/company/ivpn,Privacy VPN,Prospect
Windscribe,Apps,Security,windscribe.com,support@windscribe.com,@windscribecom,linkedin.com/company/windscribe,VPN + firewall,Prospect
TunnelBear,Apps,Security,tunnelbear.com,press@tunnelbear.com,@thaboraetunnelbear,linkedin.com/company/tunnelbear,Friendly VPN,Prospect
IPVanish,Apps,Security,ipvanish.com,press@ipvanish.com,@ipvanish,linkedin.com/company/ipvanish,VPN service,Prospect
CyberGhost,Apps,Security,cyberghostvpn.com,press@cyberghost.com,@cyberghostprivacy,linkedin.com/company/cyberghost,VPN service,Prospect
PIA,Apps,Security,privateinternetaccess.com,press@privateinternetaccess.com,@paboraia_vpn,linkedin.com/company/private-internet-access,VPN service,Prospect
Hide.me,Apps,Security,hide.me,press@hide.me,@thehideaborame,linkedin.com/company/hideme,VPN service,Prospect
Trezor,Finance,Crypto,trezor.io,press@trezor.io,@trezor,linkedin.com/company/trezor,Hardware wallet,Prospect
Ledger,Finance,Crypto,ledger.com,press@ledger.com,@ledger,linkedin.com/company/ledger,Hardware wallet,Prospect
Exodus,Finance,Crypto,exodus.com,press@exodus.com,@exodus_io,linkedin.com/company/exodus-movement,Software wallet,Prospect
Trust Wallet,Finance,Crypto,trustwallet.com,press@trustwallet.com,@trustwallet,linkedin.com/company/trustwallet,Mobile wallet,Prospect
MetaMask,Finance,Crypto,metamask.io,press@consensys.net,@metamask,linkedin.com/company/metamask,Browser wallet,Prospect
Phantom,Finance,Crypto,phantom.app,press@phantom.app,@phantom,linkedin.com/company/phantom-app,Solana wallet,Prospect
Rainbow,Finance,Crypto,rainbow.me,hello@rainbow.me,@rainbowdotme,linkedin.com/company/rainbow-wallet,Ethereum wallet,Prospect
Uniswap,Finance,Crypto,uniswap.org,press@uniswap.org,@uniswap,linkedin.com/company/uniswap,DEX,Prospect
OpenSea,Finance,Crypto,opensea.io,press@opensea.io,@opensea,linkedin.com/company/opensea,NFT marketplace,Prospect
Rarible,Finance,Crypto,rarible.com,press@rarible.com,@rarible,linkedin.com/company/rarible,NFT marketplace,Prospect
Foundation,Finance,Crypto,foundation.app,press@foundation.app,@foundation,linkedin.com/company/foundation-app,NFT platform,Prospect
Binance,Finance,Crypto,binance.com,press@binance.com,@binance,linkedin.com/company/binance,Crypto exchange,Prospect
KuCoin,Finance,Crypto,kucoin.com,press@kucoin.com,@kucoincom,linkedin.com/company/kucoin,Crypto exchange,Prospect
Bybit,Finance,Crypto,bybit.com,press@bybit.com,@bybit_official,linkedin.com/company/bybit,Crypto exchange,Prospect
OKX,Finance,Crypto,okx.com,press@okx.com,@okaborax,linkedin.com/company/okx,Crypto exchange,Prospect
Bitstamp,Finance,Crypto,bitstamp.net,press@bitstamp.net,@bitstamp,linkedin.com/company/bitstamp,Crypto exchange,Prospect
eToro,Finance,Investing,etoro.com,press@etoro.com,@etoro,linkedin.com/company/etoro,Social trading,Prospect
Firstrade,Finance,Investing,firstrade.com,press@firstrade.com,@firstrade,linkedin.com/company/firstrade,Commission-free,Prospect
Tastyworks,Finance,Investing,tastyworks.com,press@tastytrade.com,@tastyworks,linkedin.com/company/tastyworks,Options trading,Prospect
TradeStation,Finance,Investing,tradestation.com,press@tradestation.com,@tradestation,linkedin.com/company/tradestation,Trading platform,Prospect
Thinkorswim,Finance,Investing,thinkorswim.com,press@tdameritrade.com,@taboradameritrade,linkedin.com/company/td-ameritrade,Trading platform,Prospect
Moomoo,Finance,Investing,moomoo.com,press@moomoo.com,@maboraoomooapp,linkedin.com/company/moomoo,Trading platform,Prospect
Lightspeed,Finance,Investing,lightspeed.com,press@lightspeed.com,@lspd,linkedin.com/company/lightspeed-trading,Active trading,Prospect
Merrill Edge,Finance,Investing,merrilledge.com,press@bofa.com,@bankofamerica,linkedin.com/company/merrill,BofA investing,Prospect
Empower Personal Dashboard,Finance,Budgeting,empower.com,press@empower.com,@empower,linkedin.com/company/empower,Wealth tracking,Prospect
Lunch Money,Finance,Budgeting,lunchmoney.app,support@lunchmoney.app,@laboraunchmoney,linkedin.com/company/lunch-money,Budgeting,Prospect
Goodbudget,Finance,Budgeting,goodbudget.com,support@goodbudget.com,@goodbudget,linkedin.com/company/goodbudget,Envelope budgeting,Prospect
EveryDollar,Finance,Budgeting,everydollar.com,support@ramseysolutions.com,@everydollar,linkedin.com/company/ramsey-solutions,Dave Ramsey app,Prospect
PocketGuard,Finance,Budgeting,pocketguard.com,press@pocketguard.com,@pocketguard,linkedin.com/company/pocketguard,Budgeting,Prospect
Simplifi,Finance,Budgeting,simplifi.quicken.com,press@quicken.com,@simplifibyquicken,linkedin.com/company/simplifi,Quicken modern,Prospect
Tiller Money,Finance,Budgeting,tillerhq.com,support@tillerhq.com,@tilleraborahq,linkedin.com/company/tiller-money,Spreadsheet budget,Prospect
Buxfer,Finance,Budgeting,buxfer.com,support@buxfer.com,@buxfer,linkedin.com/company/buxfer,Money management,Prospect
CountAbout,Finance,Budgeting,countabout.com,support@countabout.com,@countabout,linkedin.com/company/countabout,Quicken alternative,Prospect
Mvelopes,Finance,Budgeting,mvelopes.com,support@mvelopes.com,@mvelopes,linkedin.com/company/mvelopes,Envelope budgeting,Prospect
